Cpu_php,Net_In_Global,Disque_write_global,Ram_http,Net_Out_Global,Nb_connection_mysql,Nb_process_php,Cpu_http,Cpu_global,Nb_process_http
27.48,0.02,346.77,2.8,0.03,19.0,101.0,0.08,5.55,271.0
27.48,0.02,253.6,3.7,0.03,58.0,101.0,0.01,7.27,359.0
27.46,0.02,302.35,2.7,0.03,16.0,101.0,0.06,5.63,272.0
27.46,0.02,226.55,3.9,0.03,66.0,101.0,0.03,7.15,384.0
27.47,0.02,250.92,3.1,0.03,15.0,101.0,0.38,4.75,307.0
27.46,0.02,342.91,3.8,0.03,60.0,101.0,0.06,6.83,374.0
27.49,0.02,321.35,3.3,0.03,19.0,101.0,0.05,5.87,320.0
27.52,0.02,355.78,3.2,0.03,55.0,101.0,0.04,7.09,308.0
27.51,0.02,288.25,3.2,0.03,17.0,101.0,0.07,5.45,305.0
27.52,0.02,337.34,3.8,0.03,56.0,101.0,0.38,6.66,370.0
27.52,0.02,294.9,2.9,0.03,18.0,101.0,0.06,5.56,285.0
27.56,0.02,375.32,3.5,0.03,64.0,101.0,0.28,6.68,344.0
27.54,0.02,260.78,2.8,0.03,21.0,101.0,0.02,5.03,275.0
27.62,0.02,302.25,3.4,0.03,63.0,101.0,0.28,6.89,331.0
27.61,0.02,281.56,3.3,0.03,23.0,101.0,0.1,5.2,321.0
27.63,0.03,545.15,3.6,0.03,63.0,101.0,0.13,6.93,353.0
27.63,0.02,277.32,3.0,0.03,18.0,101.0,0.08,8.84,292.0
27.67,0.02,351.93,3.1,0.03,56.0,101.0,0.09,6.58,301.0
27.66,0.02,331.37,3.0,0.03,24.0,101.0,0.03,5.52,296.0
27.68,0.02,258.84,4.0,0.03,68.0,101.0,0.31,8.47,388.0
27.71,0.02,335.25,3.2,0.03,18.0,101.0,0.06,6.14,310.0
27.74,0.02,295.72,4.2,0.03,65.0,101.0,0.38,8.11,411.0
27.73,0.02,310.37,3.2,0.03,28.0,101.0,0.06,5.72,312.0
27.74,0.02,293.39,3.6,0.03,58.0,101.0,0.07,6.39,349.0
27.76,0.02,166.86,2.9,0.03,18.0,101.0,0.04,5.37,285.0
27.77,0.02,349.97,4.0,0.03,71.0,101.0,0.23,6.48,387.0
27.78,0.02,247.58,3.5,0.03,25.0,101.0,0.06,7.47,337.0
27.84,0.03,445.05,3.9,0.04,88.0,101.0,0.12,9.07,376.0
27.84,0.02,331.41,3.2,0.03,16.0,101.0,0.03,5.28,302.0
27.86,0.02,382.52,4.0,0.03,75.0,101.0,0.04,6.35,381.0
27.86,0.02,318.82,3.7,0.03,21.0,101.0,0.06,6.6,353.0
27.92,0.02,828.46,3.9,0.03,57.0,101.0,0.11,8.03,372.0
27.96,0.02,299.08,3.6,0.03,28.0,101.0,0.02,6.95,350.0
28.02,0.02,566.75,4.1,0.03,62.0,101.0,0.17,9.72,391.0
28.06,0.02,240.03,3.4,0.03,24.0,101.0,0.06,6.21,325.0
28.12,0.02,532.21,4.0,0.03,70.0,101.0,0.14,8.28,353.0
28.18,0.02,373.72,3.9,0.03,17.0,101.0,0.02,6.76,378.0
28.23,0.02,438.66,4.4,0.03,76.0,101.0,0.05,8.07,422.0
28.31,0.02,304.33,3.7,0.03,21.0,101.0,0.09,7.75,351.0
28.39,0.02,431.52,4.5,0.03,76.0,101.0,0.03,12.46,441.0
28.52,0.02,352.47,5.0,0.03,37.0,101.0,0.22,10.95,473.0
28.65,0.02,701.84,5.0,0.03,67.0,101.0,0.04,10.93,438.0
28.74,0.02,345.73,5.5,0.03,29.0,101.0,0.15,9.52,504.0
28.86,0.02,235.77,5.0,0.03,70.0,101.0,0.2,11.78,458.0
28.99,0.02,445.58,4.1,0.03,31.0,101.0,0.08,8.7,383.0
29.09,0.02,487.12,5.4,0.03,67.0,101.0,1.18,10.91,436.0
29.29,0.02,315.65,4.9,0.03,33.0,101.0,0.07,8.52,430.0
29.43,0.02,478.68,5.7,0.03,77.0,101.0,1.62,11.06,457.0
29.56,0.02,434.62,5.5,0.03,25.0,101.0,0.06,9.13,495.0
29.77,0.02,482.58,5.7,0.03,99.0,101.0,2.16,15.81,487.0
30.05,0.02,295.38,5.9,0.03,45.0,101.0,0.07,19.89,530.0
30.27,0.02,354.98,6.4,0.05,121.0,101.0,0.15,31.28,545.0
39.51,0.03,607.81,6.5,0.04,43.0,108.0,0.05,17.07,598.0
39.48,0.02,479.78,6.6,0.03,84.0,108.0,0.07,22.37,598.0
38.69,0.02,395.35,6.7,0.03,53.0,106.0,0.1,29.78,608.0
51.44,0.02,476.04,6.8,0.03,91.0,112.0,0.03,21.99,603.0
88.85,0.02,544.7,7.7,0.04,121.0,168.0,0.04,46.06,703.0
76.69,0.02,357.57,6.6,0.03,112.0,126.0,0.01,31.17,560.0
89.97,0.02,614.99,6.6,0.04,128.0,163.0,0.03,46.42,600.0
80.41,0.02,324.61,6.8,0.03,155.0,142.0,0.04,40.03,589.0
77.43,0.02,3706.96,6.5,0.04,74.0,145.0,0.02,35.42,590.0
77.56,0.02,536.4,6.6,0.03,165.0,131.0,0.2,39.91,585.0
78.17,0.02,417.29,6.6,0.04,73.0,148.0,0.06,47.75,600.0
75.72,0.02,350.9,8.0,0.04,160.0,121.0,2.37,50.41,634.0
82.08,0.02,569.52,7.9,0.04,82.0,150.0,0.04,42.49,716.0
72.94,0.02,357.98,7.9,0.04,153.0,128.0,0.03,43.02,709.0
69.16,0.02,307.7,7.4,0.04,48.0,131.0,0.01,33.69,668.0
96.19,0.02,352.85,8.3,0.04,227.0,159.0,0.08,64.14,711.0
76.18,0.02,963.52,7.7,0.04,104.0,165.0,0.01,52.33,691.0
81.13,0.02,318.5,7.4,0.04,165.0,125.0,3.41,45.52,645.0
76.29,0.02,367.78,6.0,0.03,134.0,143.0,0.0,47.58,543.0
83.68,0.02,383.43,7.2,0.03,164.0,149.0,0.12,48.11,576.0
82.91,0.02,407.19,6.7,0.04,104.0,167.0,0.03,44.27,606.0
83.29,0.02,304.32,7.3,0.03,207.0,152.0,0.18,52.23,556.0
84.47,0.02,418.05,7.3,0.04,143.0,173.0,0.01,60.49,666.0
78.02,0.02,359.1,7.1,0.04,201.0,158.0,0.0,63.16,600.0
67.77,0.02,342.26,6.4,0.04,93.0,125.0,0.01,47.09,583.0
90.06,0.02,508.11,7.6,0.03,212.0,165.0,0.08,53.93,539.0
84.22,0.02,335.07,7.5,0.04,148.0,158.0,0.01,80.51,686.0
90.67,0.02,527.42,7.3,0.04,194.0,171.0,0.03,58.9,549.0
79.82,0.02,377.25,6.9,0.04,158.0,155.0,0.0,61.86,628.0
79.78,0.02,319.43,7.1,0.04,219.0,165.0,0.01,65.98,596.0
78.76,0.02,356.88,7.3,0.04,178.0,165.0,0.05,74.76,668.0
73.17,0.02,430.95,7.1,0.04,192.0,144.0,0.04,54.38,546.0
72.84,0.03,281.43,6.7,0.04,141.0,135.0,0.01,56.07,615.0
69.86,0.02,301.4,7.0,0.03,173.0,130.0,0.31,44.4,535.0
73.39,0.02,419.09,6.7,0.03,93.0,136.0,0.02,44.7,612.0
83.56,0.02,272.71,7.3,0.04,166.0,141.0,0.29,53.22,511.0
78.72,0.02,295.66,6.6,0.04,118.0,139.0,0.01,48.48,600.0
78.95,0.02,287.57,6.6,0.04,152.0,142.0,0.11,50.45,520.0
69.96,0.02,331.39,6.7,0.04,77.0,121.0,0.05,47.92,615.0
72.53,0.02,506.2,6.4,0.03,117.0,116.0,0.39,39.64,458.0
75.49,0.02,308.46,6.7,0.04,83.0,118.0,0.03,41.99,563.0
97.59,0.02,279.71,7.2,0.03,183.0,162.0,0.06,43.01,557.0
70.36,0.02,325.86,6.1,0.04,99.0,118.0,0.04,39.87,500.0
73.16,0.02,229.42,6.4,0.03,58.0,116.0,1.5,38.31,722.0
75.43,0.03,337.03,7.7,0.04,79.0,118.0,0.04,42.04,640.0
75.66,0.02,222.18,7.0,0.03,66.0,114.0,1.78,29.71,742.0
73.33,0.02,296.69,8.5,0.04,80.0,111.0,0.05,34.78,710.0
79.21,0.02,199.13,7.0,0.04,44.0,124.0,0.01,25.24,656.0
73.61,0.02,277.24,7.9,0.04,91.0,118.0,0.06,45.12,656.0
95.88,0.02,395.17,6.9,0.03,134.0,152.0,0.01,57.37,774.0
71.66,0.02,436.14,7.6,0.04,93.0,115.0,0.01,38.12,621.0
84.8,0.02,426.66,7.4,0.04,86.0,135.0,0.01,54.42,714.0
77.21,0.02,319.04,7.6,0.04,100.0,126.0,0.03,42.74,642.0
77.07,0.02,351.84,7.5,0.04,84.0,122.0,0.03,46.34,682.0
77.01,0.02,299.75,8.0,0.04,100.0,120.0,0.01,47.83,671.0
91.59,0.02,372.14,7.3,0.04,65.0,142.0,0.01,69.75,710.0
74.45,0.02,291.17,7.3,0.04,82.0,113.0,0.13,38.05,609.0
78.09,0.02,492.85,7.1,0.03,65.0,123.0,0.0,35.18,598.0
76.05,0.02,342.3,6.3,0.03,66.0,116.0,0.02,33.84,518.0
91.62,0.02,330.55,7.3,0.04,139.0,144.0,0.53,42.24,658.0
76.38,0.02,323.43,6.7,0.03,88.0,120.0,0.01,42.46,556.0
84.31,0.02,315.0,7.9,0.04,113.0,141.0,0.03,45.74,705.0
83.79,0.02,355.8,7.9,0.04,117.0,149.0,0.01,57.22,660.0
93.59,0.02,345.23,7.9,0.04,171.0,181.0,0.01,59.45,786.0
80.58,0.02,430.92,8.6,0.04,156.0,170.0,0.0,72.32,719.0
95.71,0.02,385.54,8.0,0.04,174.0,216.0,0.01,55.86,792.0
63.06,0.02,427.0,8.3,0.04,176.0,140.0,0.03,74.7,695.0
75.02,0.02,369.2,8.1,0.04,159.0,168.0,0.02,58.72,746.0
71.11,0.02,338.47,8.7,0.04,87.0,152.0,0.0,82.5,726.0
84.58,0.03,309.6,8.1,0.04,152.0,189.0,0.01,67.71,769.0
67.08,0.02,351.2,8.6,0.04,157.0,139.0,0.02,53.97,713.0
86.19,0.02,428.34,7.7,0.04,119.0,180.0,0.03,45.94,788.0
69.94,0.02,311.9,8.0,0.04,119.0,121.0,0.07,45.47,665.0
89.94,0.02,345.46,7.5,0.04,130.0,151.0,0.04,58.71,655.0
76.33,0.02,504.17,7.8,0.04,133.0,122.0,0.07,36.4,667.0
74.22,0.02,504.33,7.6,0.04,115.0,122.0,0.03,39.84,690.0
74.52,0.02,453.18,7.9,0.04,72.0,119.0,0.06,49.11,653.0
90.08,0.02,497.91,7.4,0.04,116.0,143.0,0.03,53.87,684.0
87.06,0.03,534.8,8.2,0.04,74.0,146.0,0.04,56.48,678.0
96.78,0.02,304.0,8.3,0.04,177.0,196.0,0.02,100.76,793.0
75.62,0.02,363.57,8.8,0.04,156.0,153.0,0.0,76.38,729.0
85.32,0.02,336.8,8.3,0.04,191.0,200.0,0.0,74.25,795.0
66.06,0.02,322.61,7.8,0.04,75.0,133.0,0.01,62.15,637.0
71.57,0.02,306.88,7.6,0.04,95.0,132.0,0.0,39.99,694.0
71.4,0.03,335.64,8.6,0.04,88.0,120.0,0.03,87.18,717.0
74.95,0.02,464.7,7.9,0.04,102.0,124.0,0.04,48.05,712.0
84.33,0.02,342.04,8.0,0.04,139.0,132.0,0.06,54.69,661.0
90.42,0.03,342.92,6.7,0.04,188.0,164.0,0.01,58.82,720.0
78.59,0.02,1252.53,7.5,0.04,73.0,140.0,0.01,47.93,615.0
79.13,0.02,346.07,7.4,0.04,118.0,152.0,0.03,58.42,761.0
68.89,0.03,240.72,7.4,0.04,57.0,124.0,0.04,32.13,606.0
65.38,0.02,331.25,6.7,0.03,107.0,111.0,0.03,29.2,636.0
63.69,0.02,707.46,7.5,0.04,73.0,114.0,0.04,26.82,619.0
75.49,0.03,336.78,6.9,0.04,54.0,123.0,0.04,32.03,625.0
76.1,0.02,350.81,7.1,0.04,108.0,116.0,0.04,41.41,594.0
82.74,0.02,527.41,7.6,0.04,84.0,132.0,0.01,59.44,692.0
71.72,0.03,836.32,8.5,0.04,85.0,140.0,0.02,43.39,715.0
67.48,0.02,422.01,7.4,0.04,64.0,112.0,0.06,28.92,665.0
69.12,0.02,226.79,6.5,0.03,42.0,112.0,0.24,25.83,581.0
67.12,0.03,404.97,7.3,0.04,51.0,107.0,0.03,16.71,660.0
67.82,0.02,246.94,6.6,0.03,43.0,107.0,0.03,22.09,594.0
68.98,0.02,287.85,7.3,0.04,52.0,108.0,0.03,24.0,665.0
67.61,0.03,262.48,6.1,0.04,77.0,107.0,0.1,23.07,514.0
68.02,0.02,292.28,6.9,0.03,71.0,106.0,0.03,18.54,633.0
67.39,0.02,355.98,6.2,0.03,40.0,106.0,0.11,16.82,560.0
63.71,0.03,270.73,6.6,0.04,44.0,102.0,0.04,11.19,609.0
62.42,0.02,317.68,5.7,0.03,36.0,102.0,0.11,12.69,514.0
61.56,0.02,290.82,5.3,0.03,63.0,102.0,0.0,21.81,478.0
60.19,0.03,197.29,3.9,0.03,23.0,102.0,0.05,8.82,360.0
59.04,0.02,438.89,5.0,0.03,66.0,102.0,0.03,9.87,461.0
57.78,0.02,336.52,4.9,0.03,36.0,102.0,0.17,9.58,450.0
56.92,0.03,255.74,4.8,0.03,59.0,102.0,0.04,11.05,444.0
55.99,0.02,415.14,4.3,0.03,38.0,102.0,0.11,8.31,397.0
55.24,0.02,387.47,4.6,0.03,41.0,102.0,0.03,12.14,424.0
54.49,0.03,325.12,4.0,0.03,36.0,102.0,0.1,9.0,367.0
53.69,0.02,312.28,5.2,0.03,53.0,102.0,0.04,9.76,487.0
52.96,0.02,336.9,3.7,0.03,36.0,102.0,0.03,7.23,346.0
52.29,0.03,345.87,5.1,0.03,59.0,102.0,0.03,8.65,476.0
51.62,0.02,451.76,4.4,0.03,33.0,102.0,0.34,8.98,405.0
51.14,0.02,286.5,4.2,0.03,47.0,102.0,0.03,7.99,393.0
50.02,0.03,347.4,3.4,0.03,34.0,101.0,0.06,8.4,316.0
49.61,0.02,255.88,4.3,0.03,56.0,101.0,0.06,11.46,399.0
49.05,0.02,421.56,3.8,0.03,28.0,101.0,0.05,7.05,352.0
48.56,0.03,355.8,4.1,0.03,57.0,101.0,0.04,7.09,381.0
48.19,0.02,366.08,3.7,0.03,37.0,101.0,0.24,7.68,340.0
47.78,0.02,275.98,4.3,0.03,44.0,101.0,0.03,8.86,401.0
47.41,0.03,344.09,3.5,0.03,22.0,101.0,0.23,7.46,327.0
47.01,0.02,247.88,4.2,0.03,49.0,101.0,0.03,8.71,395.0
46.59,0.02,266.77,3.7,0.03,24.0,101.0,0.09,7.01,341.0
46.3,0.03,321.57,4.2,0.03,59.0,101.0,0.04,7.43,395.0
45.96,0.02,282.33,3.9,0.03,25.0,101.0,0.25,8.63,359.0
45.68,0.02,445.12,5.5,0.03,58.0,101.0,0.05,6.98,518.0
45.43,0.03,377.46,3.8,0.03,28.0,101.0,0.2,7.54,355.0
45.19,0.02,246.83,4.3,0.03,56.0,101.0,0.08,8.76,402.0
44.96,0.02,322.74,3.6,0.03,23.0,101.0,0.05,7.29,332.0
44.71,0.03,279.89,3.9,0.03,62.0,101.0,0.06,10.13,369.0
44.51,0.02,274.73,4.2,0.03,38.0,101.0,0.26,7.51,397.0
44.33,0.02,257.63,5.3,0.03,53.0,101.0,0.06,8.3,506.0
44.11,0.03,361.72,3.8,0.03,33.0,101.0,0.06,9.26,354.0
43.91,0.02,225.38,4.2,0.03,60.0,101.0,0.04,9.16,398.0
43.77,0.02,352.61,3.6,0.03,21.0,101.0,0.2,8.49,337.0
43.57,0.03,275.83,4.5,0.03,58.0,101.0,0.03,6.49,421.0
43.46,0.02,303.88,3.6,0.03,36.0,101.0,0.04,8.52,334.0
43.35,0.02,304.9,4.7,0.03,60.0,101.0,0.03,8.71,444.0
43.14,0.02,338.22,4.2,0.03,40.0,101.0,0.31,7.44,391.0
43.07,0.02,227.66,4.1,0.02,74.0,101.0,0.07,7.47,387.0
42.92,0.02,343.88,3.6,0.03,35.0,101.0,0.02,6.63,340.0
42.86,0.02,257.51,4.2,0.03,61.0,101.0,0.06,8.97,396.0
42.73,0.02,398.1,3.9,0.03,44.0,101.0,0.11,6.54,364.0
42.71,0.02,252.37,4.3,0.03,61.0,101.0,0.02,7.83,406.0
42.61,0.02,315.4,4.0,0.03,23.0,101.0,0.14,7.92,378.0
42.49,0.02,251.15,4.3,0.03,66.0,101.0,0.04,7.79,405.0
42.41,0.02,381.07,3.6,0.03,24.0,101.0,0.06,7.97,337.0
42.29,0.02,257.15,4.3,0.03,58.0,101.0,0.04,10.06,403.0
42.17,0.02,346.22,3.5,0.03,42.0,101.0,0.1,8.56,328.0
42.11,0.02,269.02,4.4,0.03,67.0,101.0,0.05,9.16,396.0
41.96,0.02,367.29,3.9,0.03,29.0,101.0,0.09,7.07,369.0
41.88,0.02,253.04,4.2,0.03,58.0,101.0,0.04,14.76,401.0
41.76,0.02,361.72,3.7,0.03,21.0,101.0,0.09,7.15,346.0
41.69,0.02,246.77,4.3,0.03,61.0,101.0,0.04,7.33,405.0
41.58,0.02,315.41,4.0,0.03,32.0,101.0,0.04,8.03,376.0
41.52,0.02,291.65,4.4,0.03,62.0,101.0,0.07,7.86,426.0
41.44,0.02,372.0,3.7,0.03,25.0,101.0,0.05,6.73,355.0
41.27,0.02,231.23,4.2,0.03,62.0,101.0,0.09,8.12,406.0
41.16,0.02,311.31,3.5,0.03,27.0,101.0,0.05,5.74,339.0
41.09,0.02,287.84,4.3,0.03,78.0,101.0,0.09,8.6,407.0
41.02,0.02,355.46,3.3,0.03,27.0,101.0,0.04,7.85,315.0
40.95,0.02,410.18,4.0,0.03,74.0,101.0,0.03,7.1,361.0
40.78,0.02,349.22,3.7,0.03,29.0,101.0,0.04,7.28,353.0
40.71,0.02,240.58,4.0,0.03,59.0,101.0,0.14,7.4,377.0
40.63,0.02,515.67,3.3,0.03,18.0,101.0,0.05,6.09,316.0
40.52,0.02,302.74,4.1,0.03,74.0,101.0,0.07,8.61,379.0
40.48,0.02,310.0,3.6,0.03,22.0,101.0,0.07,9.12,350.0
40.43,0.02,271.17,4.1,0.03,66.0,101.0,0.13,8.88,383.0
40.33,0.02,264.11,3.8,0.03,18.0,101.0,0.04,8.13,365.0
40.24,0.02,308.68,4.3,0.03,73.0,101.0,0.17,9.94,384.0
40.17,0.02,221.26,3.6,0.03,23.0,101.0,0.05,6.78,350.0
40.1,0.02,260.73,3.9,0.03,64.0,101.0,0.27,9.63,357.0
40.08,0.02,387.98,3.5,0.03,33.0,101.0,0.06,7.72,339.0
39.94,0.02,417.17,4.0,0.03,56.0,101.0,0.23,8.09,300.0
39.84,0.02,177.46,3.6,0.03,32.0,101.0,0.05,6.19,342.0
39.8,0.02,849.19,4.1,0.03,66.0,101.0,0.02,7.14,352.0
41.15,0.02,3665.62,3.2,0.03,73.0,101.0,0.01,6.63,310.0
38.56,49.47,305.37,4.0,0.25,70.0,103.0,0.19,6.5,362.0
38.36,0.02,277.7,3.6,0.03,26.0,103.0,0.03,6.75,341.0
38.34,0.02,332.9,4.2,0.03,76.0,102.0,0.05,6.49,361.0
38.61,0.02,317.04,3.4,0.03,20.0,102.0,0.03,7.19,333.0
38.38,0.02,247.35,4.2,0.03,84.0,102.0,0.19,7.92,343.0
37.89,0.02,313.03,3.4,0.03,21.0,101.0,0.06,9.69,334.0
37.9,0.02,368.29,4.4,0.03,72.0,101.0,0.4,8.13,356.0
37.81,0.02,358.66,3.6,0.03,29.0,101.0,0.06,7.26,348.0
37.8,0.02,365.57,4.4,0.03,61.0,101.0,0.21,8.5,295.0
37.8,0.02,354.28,3.8,0.03,28.0,101.0,0.04,6.49,366.0
37.67,0.02,271.64,4.2,0.03,81.0,101.0,0.46,7.45,292.0
37.62,0.02,296.9,3.6,0.03,16.0,101.0,0.09,7.07,351.0
37.62,0.02,355.92,4.3,0.03,66.0,101.0,0.16,12.0,289.0
37.66,0.02,196.4,3.5,0.03,26.0,101.0,0.02,8.09,340.0
37.61,0.02,378.82,4.2,0.03,65.0,101.0,0.33,10.29,309.0
37.49,0.02,206.76,3.4,0.03,29.0,101.0,0.07,6.41,340.0
37.41,0.02,300.49,4.8,0.03,75.0,101.0,0.16,8.19,385.0
37.35,0.02,288.38,4.3,0.03,27.0,101.0,0.06,8.33,416.0
37.32,0.02,312.68,4.5,0.03,71.0,101.0,0.36,7.04,269.0
37.31,0.02,372.46,3.4,0.03,21.0,101.0,0.05,7.54,329.0
37.26,0.02,414.18,4.0,0.03,82.0,101.0,0.47,7.9,275.0
37.22,0.02,281.47,3.6,0.03,34.0,101.0,0.05,6.12,352.0
37.17,0.02,381.07,3.8,0.03,73.0,101.0,0.24,8.4,274.0
37.13,0.02,286.86,3.8,0.03,39.0,101.0,0.03,7.8,371.0
37.14,0.02,400.36,4.3,0.03,83.0,101.0,0.21,7.76,318.0
37.11,0.02,345.9,3.3,0.03,21.0,101.0,0.06,7.72,327.0
37.07,0.02,287.93,4.0,0.03,102.0,101.0,0.22,7.13,280.0
37.03,0.02,220.8,3.9,0.03,25.0,101.0,0.03,7.57,377.0
37.08,0.02,321.46,4.3,0.03,75.0,101.0,0.16,12.3,368.0
37.04,0.02,375.02,3.6,0.03,30.0,101.0,0.03,7.41,300.0
36.94,0.02,328.56,4.1,0.03,86.0,101.0,0.4,8.63,351.0
36.91,0.02,365.0,3.5,0.03,32.0,101.0,0.06,6.83,285.0
36.71,0.02,414.54,4.6,0.03,94.0,102.0,0.27,11.43,394.0
36.29,0.02,329.3,3.7,0.03,23.0,101.0,0.07,9.7,307.0
36.07,0.02,436.26,4.0,0.03,82.0,101.0,0.42,9.66,339.0
35.96,0.02,333.38,3.5,0.03,24.0,101.0,0.06,6.69,285.0
35.94,0.02,361.98,4.1,0.03,74.0,101.0,0.03,7.14,348.0
35.88,0.02,314.59,3.2,0.03,29.0,101.0,0.04,6.97,260.0
35.83,0.02,325.07,3.9,0.03,87.0,101.0,0.4,7.42,334.0
35.91,0.02,252.36,3.6,0.03,27.0,101.0,0.1,7.38,295.0
35.81,0.02,319.88,4.4,0.03,77.0,101.0,0.31,7.74,380.0
35.74,0.02,267.32,3.6,0.03,22.0,101.0,0.04,7.01,295.0
35.64,0.02,394.53,4.3,0.03,86.0,101.0,0.51,6.77,369.0
35.59,0.02,306.66,3.3,0.03,22.0,101.0,0.04,5.76,270.0
35.48,0.02,372.67,3.8,0.03,89.0,101.0,0.81,6.56,373.0
35.44,0.02,258.32,3.5,0.03,28.0,101.0,0.06,6.14,292.0
35.38,0.02,314.59,4.0,0.03,85.0,101.0,0.33,6.92,341.0
35.33,0.02,317.27,3.7,0.03,40.0,101.0,0.06,6.14,306.0
35.27,0.02,314.58,4.1,0.03,84.0,101.0,0.09,6.83,347.0
35.19,0.02,322.33,3.6,0.03,36.0,101.0,0.07,6.79,294.0
35.1,0.02,365.3,4.0,0.03,99.0,101.0,0.19,7.03,336.0
35.06,0.02,362.51,4.1,0.03,35.0,101.0,0.07,5.92,348.0
34.99,0.02,356.62,4.3,0.03,85.0,101.0,0.61,5.98,374.0
34.93,0.02,242.25,3.6,0.03,21.0,101.0,0.1,5.86,295.0
34.85,0.02,387.84,3.5,0.03,79.0,101.0,0.43,10.15,308.0
34.81,0.02,353.09,3.4,0.03,35.0,101.0,0.06,6.85,277.0
34.74,0.02,340.52,3.6,0.03,86.0,101.0,0.56,8.23,317.0
34.69,0.02,323.51,3.8,0.03,40.0,101.0,0.06,6.45,319.0
34.62,0.02,384.64,4.1,0.03,88.0,101.0,0.26,8.32,356.0
34.62,0.02,295.84,3.7,0.03,25.0,101.0,0.08,6.19,310.0
34.57,0.02,383.64,3.8,0.03,69.0,101.0,0.83,6.07,358.0
34.48,0.02,357.39,3.3,0.03,26.0,101.0,0.07,5.97,272.0
34.44,0.02,358.22,3.9,0.03,79.0,101.0,0.46,6.35,328.0
34.38,0.02,246.89,3.4,0.03,38.0,101.0,0.04,8.4,281.0
34.35,0.02,386.44,3.8,0.03,19.0,101.0,0.19,6.19,325.0
34.27,0.02,244.58,3.2,0.03,30.0,101.0,0.06,5.63,259.0
34.24,0.02,355.64,4.0,0.03,26.0,101.0,0.74,5.94,385.0
34.19,0.02,276.37,3.6,0.03,20.0,101.0,0.07,6.85,294.0
34.16,0.02,434.31,4.0,0.03,34.0,101.0,0.46,7.67,347.0
32.83,0.02,254.83,3.4,0.03,21.0,101.0,0.11,6.05,281.0
30.31,0.02,453.84,4.2,0.03,28.0,101.0,0.54,6.66,366.0
30.38,0.02,247.54,3.5,0.03,19.0,101.0,0.11,7.9,284.0
30.16,0.02,380.55,3.3,0.03,26.0,101.0,0.57,6.95,325.0
30.38,0.02,235.83,3.7,0.03,17.0,101.0,0.05,7.69,308.0
30.43,0.02,358.57,3.6,0.03,31.0,101.0,0.84,8.08,385.0
30.46,0.02,294.57,3.4,0.03,23.0,101.0,0.06,6.12,277.0
30.36,0.02,314.29,3.9,0.03,19.0,101.0,0.68,8.39,351.0
30.43,0.03,235.6,3.6,0.03,24.0,101.0,0.28,7.14,302.0
30.09,0.02,362.84,3.6,0.03,35.0,101.0,0.83,6.91,359.0
30.26,0.02,356.68,3.6,0.03,29.0,101.0,0.09,5.94,298.0
29.86,0.02,414.4,4.2,0.03,36.0,101.0,0.59,6.1,390.0
30.14,0.02,264.93,3.9,0.03,33.0,101.0,0.07,6.85,326.0
30.56,0.02,558.64,4.1,0.03,14.0,101.0,0.06,7.15,387.0
30.66,0.02,435.23,3.8,0.03,27.0,101.0,0.04,6.4,319.0
30.75,0.02,627.0,4.1,0.03,41.0,101.0,0.74,7.58,378.0
30.82,0.02,432.72,3.8,0.03,25.0,101.0,0.04,7.13,312.0
30.97,0.03,410.92,3.9,0.03,57.0,101.0,1.0,7.2,376.0
31.16,0.02,608.99,4.2,0.03,39.0,101.0,0.12,7.17,353.0
31.36,0.02,384.87,4.0,0.03,35.0,101.0,0.73,7.05,358.0
31.49,0.03,646.86,4.1,0.03,47.0,101.0,0.17,7.19,345.0
31.73,0.02,376.81,3.8,0.03,42.0,101.0,1.87,9.97,399.0
31.89,0.02,591.1,4.1,0.03,45.0,101.0,0.05,8.33,344.0
32.08,0.02,687.87,3.6,0.03,39.0,101.0,0.46,9.07,394.0
32.48,0.02,341.54,4.2,0.03,43.0,101.0,0.09,10.48,349.0
32.94,0.02,395.25,3.4,0.03,37.0,101.0,0.64,11.63,391.0
33.5,0.02,317.75,5.0,0.03,30.0,101.0,0.18,11.39,423.0
34.1,0.02,381.67,4.0,0.03,47.0,101.0,1.1,14.19,493.0
34.78,0.02,420.52,4.9,0.03,39.0,101.0,0.05,14.31,405.0
35.38,0.02,457.25,4.7,0.03,32.0,101.0,0.25,13.04,446.0
35.84,0.02,457.92,4.9,0.03,31.0,101.0,0.11,17.28,405.0
36.31,0.02,375.39,5.3,0.03,32.0,101.0,0.64,12.67,510.0
36.89,0.02,273.28,5.9,0.03,38.0,101.0,0.06,24.72,501.0
37.71,0.02,374.62,5.4,0.03,66.0,103.0,0.59,24.74,534.0
42.8,0.02,306.49,7.0,0.03,65.0,107.0,0.24,35.01,607.0
43.86,0.03,533.44,5.3,0.04,89.0,107.0,1.21,27.04,705.0
52.32,0.02,500.88,5.8,0.03,57.0,113.0,0.01,24.36,480.0
52.92,0.02,501.63,5.2,0.03,108.0,113.0,1.18,29.56,549.0
59.33,0.03,471.23,6.9,0.04,70.0,115.0,0.11,33.14,597.0
58.66,0.02,578.35,6.2,0.03,87.0,114.0,0.01,29.71,591.0
61.21,0.02,419.78,5.9,0.03,64.0,111.0,0.03,19.6,489.0
61.02,0.02,477.4,6.2,0.04,73.0,109.0,0.04,26.56,606.0
61.91,0.02,361.14,6.9,0.03,68.0,112.0,0.06,26.14,587.0
